"abstract","web_url","snippet","lead_paragraph","print_section","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"Readers are concerned that his campaign proposals would put Social Security’s finances on thinner ice, endangering their payments.","https://www.nytimes.com/2024/11/14/business/trump-social-security-benefits.html","Readers are concerned that his campaign proposals would put Social Security’s finances on thinner ice, endangering their payments.","Americans are polarized on many issues, but there’s at least one program that continually wins nearly everyone’s support: Social Security.","B","1","The New York Times","2024-11-14T16:14:44+0000","article","Business","Business Day",NA,"News","nyt://article/a1dd8356-a64d-5376-bef4-e7545ebb94eb",1480,"nyt://article/a1dd8356-a64d-5376-bef4-e7545ebb94eb","What Will Happen to Social Security After Trump Takes Office?",NA,NA,"Trump Win Has Retirees In Suspense",NA,NA,NA,"By Tara Siegel Bernard",NA
"Readers criticize the choice of Matt Gaetz, Pete Hegseth and others. Also: Anger over the election; protecting kids online; ripped jeans.","https://www.nytimes.com/2024/11/14/opinion/donald-trump-matt-gaetz-pete-hegseth.html","Readers criticize the choice of Matt Gaetz, Pete Hegseth and others. Also: Anger over the election; protecting kids online; ripped jeans.","To the Editor:","A","21","The New York Times","2024-11-14T16:47:01+0000","article","Letters","Opinion",NA,"Letter","nyt://article/0bc4ce91-e924-54c9-a677-d9f320680eff",1150,"nyt://article/0bc4ce91-e924-54c9-a677-d9f320680eff","‘Our Enemies Must Be Licking Their Chops’ Over Trump’s Picks","letters",NA,"Trump’s Picks: Loyalty Over Competence",NA,NA,NA,"",NA
"Using Project 2025 as a blueprint, the group Democracy Forward says it has prepared a raft of potential legal challenges to respond to the Trump-Vance agenda as soon as Day 1.","https://www.nytimes.com/2024/11/14/us/politics/democracy-forward-trump-administration.html","Using Project 2025 as a blueprint, the group Democracy Forward says it has prepared a raft of potential legal challenges to respond to the Trump-Vance agenda as soon as Day 1.","Democracy Forward, a liberal-leaning legal organization that frequently battled the first Trump administration in court, on Thursday unveiled a large-scale new effort aimed at thwarting President-elect Donald J. Trump’s second-term agenda from his first day in office.","A","13","The New York Times","2024-11-14T16:49:18+0000","article","Politics","U.S.","Politics","News","nyt://article/0bf2de6c-c1b6-5d0b-9e03-7f2775335528",566,"nyt://article/0bf2de6c-c1b6-5d0b-9e03-7f2775335528","Liberal Legal Group Positions Itself as a Top Trump Administration Foe",NA,NA,"Group Is ‘Leveling Up and Lawyering Up’",NA,NA,NA,"By Lisa Lerer",NA
"He was lawfully convicted, and his sentence should be determined before he takes office.","https://www.nytimes.com/2024/11/14/opinion/trump-felony-sentence-postponed.html","He was lawfully convicted, and his sentence should be determined before he takes office.","Justice Juan Merchan originally scheduled the sentencing of Donald Trump for July, after Trump was convicted of 34 felonies in the New York hush-money case. But after the Supreme Court ruled on July 1 that sitting presidents are immune from criminal prosecution for official acts, the judge delayed sentencing until September, pending his review of how the court’s decision affected certain portions of the case.",NA,NA,"The New York Times","2024-11-14T17:14:39+0000","article","OpEd","Opinion",NA,"News","nyt://article/ca4b21e9-35e6-500c-90b3-c2f56d78a569",515,"nyt://article/ca4b21e9-35e6-500c-90b3-c2f56d78a569","An Election Is No Reason to Postpone Trump’s Felony Sentencing",NA,NA,"",NA,NA,NA,"By Jonathan Alter",NA
"President Biden will attend global summits in Peru and Brazil as world leaders prepare for the return of Donald Trump’s isolationist foreign policy.","https://www.nytimes.com/2024/11/14/us/politics/biden-south-america.html","President Biden will attend global summits in Peru and Brazil as world leaders prepare for the return of Donald Trump’s isolationist foreign policy.","President Biden’s trip to Peru and Brazil, which starts Thursday, was supposed to have been his final chance to tell fellow world leaders that he was right all along — former President Donald J. Trump was a one-time aberration whose America First policies had been swept aside by voters.","A","6","The New York Times","2024-11-14T17:48:10+0000","article","Washington","U.S.","Politics","News","nyt://article/ec210860-0da4-51d2-97e8-904cabab7c84",1192,"nyt://article/ec210860-0da4-51d2-97e8-904cabab7c84","Biden’s Swan Song: A Diplomatic Trip Overshadowed by Trump’s Victory",NA,NA,"Biden Diplomatic Trip a Swan Song for Him and U.S. Foreign Policy",NA,NA,NA,"By Michael D. Shear and Zolan Kanno-Youngs",NA
"A Kansas man accused of attacking the Capitol in 2021 argued the trial should be delayed since President-elect Donald J. Trump has pledged that he would pardon rioters who stormed the building.","https://www.nytimes.com/2024/11/14/us/politics/jan-6-trial-delay-trump.html","A Kansas man accused of attacking the Capitol in 2021 argued the trial should be delayed since President-elect Donald J. Trump has pledged that he would pardon rioters who stormed the building.","A federal judge in Washington agreed on Thursday to delay until after Inauguration Day the trial of a Kansas man accused of attacking the Capitol on Jan. 6, 2021, after the defendant argued that it could be pointless considering President-elect Donald J. Trump has vowed to pardon the rioters who stormed the building that day. ",NA,NA,"The New York Times","2024-11-14T17:53:49+0000","article","Washington","U.S.","Politics","News","nyt://article/0f9c5bb5-b804-524a-8da9-578f54fcd867",416,"nyt://article/0f9c5bb5-b804-524a-8da9-578f54fcd867","With Potential Pardons by Trump Coming, Judge Delays Jan. 6 Trial",NA,NA,"",NA,NA,NA,"By Alan Feuer",NA
"A detailed analysis shows the gap in speaking times across various platforms.","https://www.nytimes.com/2024/11/14/upshot/trump-harris-campaign-speaking.html","A detailed analysis shows the gap in speaking times across various platforms.","In sheer volume of words spoken, Donald J. Trump dominated this election. New data shows just how big the gap was with Kamala Harris.",NA,NA,"The New York Times","2024-11-14T19:27:18+0000","article","Upshot","The Upshot",NA,"News","nyt://article/a0849e80-a851-55eb-bb72-4df3b8dcc4b6",909,"nyt://article/a0849e80-a851-55eb-bb72-4df3b8dcc4b6","Trump Talked Twice as Much as Harris on the Campaign Trail",NA,NA,"",NA,NA,NA,"By Eve Washington and Francesca Paris",NA
"The state has a deep bench of Republican elected officials, many of whom have gotten to know the president-elect by visiting him at Mar-a-Lago.","https://www.nytimes.com/2024/11/14/us/politics/trump-florida-cabinet-staff-picks.html","The state has a deep bench of Republican elected officials, many of whom have gotten to know the president-elect by visiting him at Mar-a-Lago.","Donald J. Trump, the first president-elect from Florida, is aiming to stack his administration with Floridians: Senator Marco Rubio as secretary of state. Representative Matt Gaetz as attorney general. Representative Michael Waltz as national security adviser. Susie Wiles as White House chief of staff.",NA,NA,"The New York Times","2024-11-14T19:30:30+0000","article","Washington","U.S.","Politics","News","nyt://article/b4bd4c16-e2fc-5a39-b915-ae378ce206c2",430,"nyt://article/b4bd4c16-e2fc-5a39-b915-ae378ce206c2","​Trump Keeps Turning to Florida for His Administration Picks",NA,NA,"",NA,NA,NA,"By Patricia Mazzei",NA
"Project 2025, the conservative playbook, calls for breaking up the federal agency that maintains weather data and collects climate change information.","https://www.nytimes.com/2024/11/14/climate/trump-noaa-climate-data-weather.html","Project 2025, the conservative playbook, calls for breaking up the federal agency that maintains weather data and collects climate change information.","The National Oceanic and Atmospheric Administration might not be a household name, but the federal agency is ubiquitous in homes and businesses across the U.S.",NA,NA,"The New York Times","2024-11-14T20:02:23+0000","article","Climate","Climate",NA,"News","nyt://article/c9248d78-9933-5751-8d7e-0efab5cdb3a7",1537,"nyt://article/c9248d78-9933-5751-8d7e-0efab5cdb3a7","Could Trump’s Return Pose a Threat to Climate and Weather Data?",NA,NA,"",NA,NA,NA,"By Austyn Gaffney",NA
"Republicans and Democrats alike insisted that the findings of the House Ethics Committee, which has been investigating the Florida Republican for years over sexual misconduct and other charges, be made public.","https://www.nytimes.com/2024/11/14/us/lawmakers-demand-ethics-report-gaetz.html","Republicans and Democrats alike insisted that the findings of the House Ethics Committee, which has been investigating the Florida Republican for years over sexual misconduct and other charges, be made public.","Lawmakers in both parties on Thursday called on a congressional panel to release the results of an investigation into alleged misconduct by former Representative Matt Gaetz of Florida, demanding to see its report about sexual misconduct and other charges against President-elect Donald J. Trump’s pick to be the attorney general.","A","14","The New York Times","2024-11-14T20:28:46+0000","article","Washington","U.S.",NA,"News","nyt://article/5d27631c-65b4-57a2-9314-29357420c1c5",829,"nyt://article/5d27631c-65b4-57a2-9314-29357420c1c5","Lawmakers Demand Ethics Report on Gaetz, Trump’s Attorney General Pick",NA,NA,"Lawmakers Demand Release of Ethics Report on Gaetz",NA,NA,NA,"By Luke Broadwater",NA
"Plus, when shopping meets gambling.","https://www.nytimes.com/2024/11/14/briefing/trump-cabinet-netanyahu-climate.html","Plus, when shopping meets gambling.","Republican lawmakers reacted with dismay at some of President-elect Donald Trump’s picks for critical roles in his administration this week. His choice of Matt Gaetz to lead the Justice Department was met with particular skepticism.",NA,NA,"The New York Times","2024-11-14T21:14:09+0000","article","NYTNow","Briefing",NA,"briefing","nyt://article/12dd6f57-6ca0-508c-8c76-f3b280c99aa7",1146,"nyt://article/12dd6f57-6ca0-508c-8c76-f3b280c99aa7","Friday Briefing: Dismay Over Trump’s Picks",NA,NA,"",NA,NA,NA,"By Gaya Gupta",NA
"Whether the Senate would confirm Robert F. Kennedy Jr., a vaccine skeptic who has unorthodox views about medicine, is an open question.","https://www.nytimes.com/2024/11/14/us/politics/rfk-jr-trump-hhs.html","Whether the Senate would confirm Robert F. Kennedy Jr., a vaccine skeptic who has unorthodox views about medicine, is an open question.","President-elect Donald J. Trump said on Thursday that he would nominate Robert F. Kennedy Jr. to lead the Department of Health and Human Services, setting up a debate over whether Mr. Kennedy, whose vaccine skepticism and unorthodox views about medicine make public health officials deeply uneasy, can be confirmed.","A","1","The New York Times","2024-11-14T21:17:55+0000","article","Washington","U.S.","Politics","News","nyt://article/cebc902a-af72-580f-957a-69005f73e39a",1305,"nyt://article/cebc902a-af72-580f-957a-69005f73e39a","Trump Picks R.F.K. Jr. to Be Head of Health and Human Services Dept.",NA,NA,"Trump To Select Kennedy As Head Of Health Agency",NA,NA,NA,"By Sheryl Gay Stolberg",NA
"The president-elect’s choice of combative loyalists who could have trouble being confirmed has raised constitutional questions about executive power and the Senate’s prerogatives.","https://www.nytimes.com/2024/11/14/us/trumps-nominees-test-republicans.html","The president-elect’s choice of combative loyalists who could have trouble being confirmed has raised constitutional questions about executive power and the Senate’s prerogatives.","President-elect Donald J. Trump’s bid to stock his cabinet with combative loyalists is creating the first major test for the new Senate Republican majority, whose leaders must now decide how far they are willing to go to challenge nominees some of them regard as egregiously unfit.","A","16","The New York Times","2024-11-14T21:36:00+0000","article","Washington","U.S.",NA,"News","nyt://article/b13d00e4-532e-5180-954e-fd8ddeae40e6",1278,"nyt://article/b13d00e4-532e-5180-954e-fd8ddeae40e6","Trump’s Cabinet Picks Test Senate G.O.P.’s Deference",NA,NA,"Trump’s Choices Present Quandary for the G.O.P.: Fealty or Fitness to Serve?",NA,NA,NA,"By Karoun Demirjian, Carl Hulse and Maya C. Miller",NA
"President-elect Donald J. Trump appeared to have gained some clarity on what he wanted in an attorney general while he was in Washington, the city he left in 2020 after weeks of his election lies.","https://www.nytimes.com/2024/11/14/us/politics/trump-gaetz-decision-plane.html","President-elect Donald J. Trump appeared to have gained some clarity on what he wanted in an attorney general while he was in Washington, the city he left in 2020 after weeks of his election lies.","President-elect Donald J. Trump still hadn’t settled on his pick for attorney general when he boarded his plane in Washington on Wednesday afternoon, bound for West Palm Beach, after spending a triumphal day in the capital meeting with President Biden at the White House and with Republicans on Capitol Hill.",NA,NA,"The New York Times","2024-11-14T21:47:00+0000","article","Washington","U.S.","Politics","News","nyt://article/1d13e76e-4e12-5d9d-a5a7-488f1a690dcc",337,"nyt://article/1d13e76e-4e12-5d9d-a5a7-488f1a690dcc","How Trump Picked Gaetz",NA,NA,"",NA,NA,NA,"By Maggie Haberman and Jonathan Swan",NA
"Also, Gov. Kathy Hochul revived New York’s congestion pricing plan. Here’s the latest at the end of Thursday,","https://www.nytimes.com/2024/11/14/briefing/trump-rfk-jr-new-york-congestion-pricing.html","Also, Gov. Kathy Hochul revived New York’s congestion pricing plan. Here’s the latest at the end of Thursday,","Donald Trump announced this afternoon that he would nominate Robert F. Kennedy Jr. to lead the Department of Health and Human Services. Kennedy’s vaccine skepticism and unorthodox views about medicine make many public health officials deeply uneasy. Some Republican senators have suggested that his nomination gives them pause, but none ruled out voting to confirm him.",NA,NA,"The New York Times","2024-11-14T22:24:29+0000","article","NYTNow","Briefing",NA,"News","nyt://article/aee10e95-f0f6-5874-a051-5430fbb5934c",1410,"nyt://article/aee10e95-f0f6-5874-a051-5430fbb5934c","Trump Picked R.F.K. Jr. to Be Health Secretary",NA,NA,"",NA,NA,NA,"By Matthew Cullen",NA
"Jay Clayton, a former corporate lawyer, would assume a critical role for the president-elect, who has promised revenge on those who prosecuted him in New York.","https://www.nytimes.com/2024/11/14/us/politics/trump-jay-clayton-attorney-southern-district-ny.html","Jay Clayton, a former corporate lawyer, would assume a critical role for the president-elect, who has promised revenge on those who prosecuted him in New York.","President-elect Donald J. Trump on Thursday said he would pick Jay Clayton, the top Wall Street enforcer in the first Trump administration, as the head federal prosecutor for the Southern District of New York, a critical post for an incoming president who has vowed revenge on those who pursued him in the courts.","A","17","The New York Times","2024-11-14T22:32:44+0000","article","Metro","U.S.","Politics","News","nyt://article/4c159677-9309-5849-9f8f-3e38b3a06531",895,"nyt://article/4c159677-9309-5849-9f8f-3e38b3a06531","Trump Chooses Former S.E.C. Chief as Manhattan’s Top Federal Prosecutor",NA,NA,"Ex-S.E.C. Chief Is Named Manhattan’s Top Attorney In Critical Post for Trump",NA,NA,NA,"By Devlin Barrett, Benjamin Weiser and Matthew Goldstein",NA
"The Justice Department, Pentagon and intelligence agencies were the three areas of government that proved to be the most stubborn obstacles to Mr. Trump in his first term.","https://www.nytimes.com/2024/11/14/us/politics/trump-gaetz-gabbard-hegseth-deep-state.html","The Justice Department, Pentagon and intelligence agencies were the three areas of government that proved to be the most stubborn obstacles to Mr. Trump in his first term.","President-elect Donald J. Trump is wasting little time in taking on the three governmental institutions that most frustrated his political ambitions during his first term and making clear he will not brook resistance in his second.","A","1","The New York Times","2024-11-14T22:44:50+0000","article","Washington","U.S.","Politics","News","nyt://article/f5efc76c-2d3e-5a55-8384-84d10035c11e",1344,"nyt://article/f5efc76c-2d3e-5a55-8384-84d10035c11e","Trump Takes On the Pillars of the ‘Deep State’","White House Memo",NA,"Nominees Signal Hostile Takeover In a Second Term",NA,NA,NA,"By Peter Baker",NA
"The available data confirms that Donald Trump made inroads among Hispanic, Black and big-city voters. The results mean that, to a great extent, the pre-election polls had it right.","https://www.nytimes.com/2024/11/14/us/elections/polls-trump-gains.html","The available data confirms that Donald Trump made inroads among Hispanic, Black and big-city voters. The results mean that, to a great extent, the pre-election polls had it right.","As the votes were counted and the races called, local Democrats had a decent showing last week in Passaic County, N.J., where 43 percent of residents identified as Hispanic in the 2020 census. The party swept the races for U.S. Senate, sheriff and county commissioners.",NA,NA,"The New York Times","2024-11-14T22:57:47+0000","article","Election Analytics","U.S.","Elections","News","nyt://article/67d36cb7-5cef-59a6-bbe9-f2cf414e503d",1257,"nyt://article/67d36cb7-5cef-59a6-bbe9-f2cf414e503d","‘There Were Signs’: How the Polls Anticipated Some of Trump’s Key Gains",NA,NA,"",NA,NA,NA,"By Kaleigh Rogers",NA
"Pete Hegseth has criticized the Pentagon leadership for its diversity efforts and vocally supported service members accused of war crimes.","https://www.nytimes.com/2024/11/14/us/politics/pete-hegseth-defense-criticism.html","Pete Hegseth has criticized the Pentagon leadership for its diversity efforts and vocally supported service members accused of war crimes.","The U.S. Defense Department is an $849 billion enterprise with close to three million employees — 1.3 million of them active-duty service members — and 750 military bases around the world. Its stated mission is to provide “the military forces needed to deter war and ensure our nation’s security.”","A","16","The New York Times","2024-11-14T23:05:57+0000","article","Washington","U.S.","Politics","News","nyt://article/0d308675-4ff3-5f2c-983e-fe69e4ddeb38",909,"nyt://article/0d308675-4ff3-5f2c-983e-fe69e4ddeb38","Alarm Grows Over Trump’s Pick for Defense Secretary",NA,NA,"Alarm Grows Over Trump’s Pick for Defense Chief",NA,NA,NA,"By Helene Cooper, Eric Schmitt and Karoun Demirjian",NA
"Mr. Blanche, a former supervising federal prosecutor in Manhattan, oversaw the president-elect’s legal defense against multiple indictments.","https://www.nytimes.com/2024/11/14/us/politics/todd-blanche-deputy-attorney-general-trump.html","Mr. Blanche, a former supervising federal prosecutor in Manhattan, oversaw the president-elect’s legal defense against multiple indictments.","President-elect Donald J. Trump said on Thursday that he would name Todd Blanche, a lawyer who oversaw his defense against multiple indictments, to become the No. 2 official at the Justice Department.","A","14","The New York Times","2024-11-14T23:18:20+0000","article","Washington","U.S.","Politics","News","nyt://article/f31e119b-044c-5b77-aaab-93464ae47bed",763,"nyt://article/f31e119b-044c-5b77-aaab-93464ae47bed","Trump Picks Todd Blanche, His Defense Lawyer, to Be Deputy Attorney General",NA,NA,"Defense Lawyer Tapped for Justice Post",NA,NA,NA,"By Devlin Barrett",NA
"Economic conflict is coming. He is utterly unsuited to manage it.","https://www.nytimes.com/2024/11/14/opinion/trump-china-tariffs.html","Economic conflict is coming. He is utterly unsuited to manage it.","The good news: I don’t think Donald Trump will cause a global trade war.","SR","2","The New York Times","2024-11-15T00:00:11+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/ed497825-6a09-5373-bcd3-fa291ff33a8a",895,"nyt://article/ed497825-6a09-5373-bcd3-fa291ff33a8a","Here’s How Trump Could Lose the Coming Trade War","Paul Krugman",NA,"How Trump Could Lose A Trade War",NA,NA,NA,"By Paul Krugman",NA
"Mr. Collins, a chaplain in the Air Force Reserve, became the face of the president-elect’s defense in his first impeachment inquiry in 2019.","https://www.nytimes.com/2024/11/14/us/politics/doug-collins-va-secretary.html","Mr. Collins, a chaplain in the Air Force Reserve, became the face of the president-elect’s defense in his first impeachment inquiry in 2019.","President-elect Donald J. Trump said on Thursday that he intended to nominate former Representative Doug Collins of Georgia to lead the Veterans Affairs Department, elevating another of his most vocal defenders during his first impeachment inquiry.","A","14","The New York Times","2024-11-15T00:13:49+0000","article","Washington","U.S.","Politics","News","nyt://article/a54b7afb-638a-5fc6-9288-5e8f4f634133",538,"nyt://article/a54b7afb-638a-5fc6-9288-5e8f4f634133","Trump Picks Doug Collins, Ex-Congressman and Impeachment Defender, to Lead V.A.",NA,NA,"Ex-Lawmaker From Georgia Said to Be Pick For V.A. Chief",NA,NA,NA,"By Catie Edmondson",NA
"If Senator Marco Rubio becomes secretary of state, Gov. Ron DeSantis of Florida will choose his replacement. Some lawmakers are pushing for the president-elect’s daughter-in-law.","https://www.nytimes.com/2024/11/14/us/politics/lara-trump-marco-rubio-florida-senate.html","If Senator Marco Rubio becomes secretary of state, Gov. Ron DeSantis of Florida will choose his replacement. Some lawmakers are pushing for the president-elect’s daughter-in-law.","Senator Rick Scott, the Florida Republican who has presented himself as a champion of the MAGA right wing in the run-up to President-elect Donald J. Trump’s second term, threw his support behind Lara Trump, the president-elect’s daughter-in-law, to replace his colleague Senator Marco Rubio.",NA,NA,"The New York Times","2024-11-15T00:32:48+0000","article","Politics","U.S.","Politics","News","nyt://article/a9ae0099-3919-5796-94d8-68c86feda6c1",330,"nyt://article/a9ae0099-3919-5796-94d8-68c86feda6c1","Republicans Float Lara Trump to Fill Rubio’s Senate Seat",NA,NA,"",NA,NA,NA,"By Chris Cameron",NA
"The North Dakota governor helped strengthen ties between the oil industry and President-elect Donald J. Trump.","https://www.nytimes.com/2024/11/14/climate/trump-burgum-for-interior-secretary.html","The North Dakota governor helped strengthen ties between the oil industry and President-elect Donald J. Trump.","President-elect Donald J. Trump has tapped Gov. Doug Burgum of North Dakota to run the Interior Department, leading the new administration’s plans to open federal lands and waters to oil and gas drilling.",NA,NA,"The New York Times","2024-11-15T02:12:08+0000","article","Climate","Climate",NA,"News","nyt://article/9446722a-d95a-5a50-bd77-39fe5267ccd5",1153,"nyt://article/9446722a-d95a-5a50-bd77-39fe5267ccd5","Trump Picks Burgum for Interior Secretary",NA,NA,"",NA,NA,NA,"By Lisa Friedman and Michael Gold",NA
"Donald Trump’s re-election victory has dominated media coverage in Russia, where there is restrained optimism about the prospect for better relations.","https://www.nytimes.com/2024/11/15/world/europe/trump-russia-moscow-war.html","Donald Trump’s re-election victory has dominated media coverage in Russia, where there is restrained optimism about the prospect for better relations.","It feels as if the holiday season has come early in Moscow. The pedestrian streets are festooned with twinkling lights, Mariah Carey’s “All I Want For Christmas” is playing in cafes across the city, and the elite TSUM department store is already wrapped in red bunting.","A","8","The New York Times","2024-11-15T05:01:13+0000","article","Foreign","World","Europe","News","nyt://article/9c003215-c0a1-599e-a328-fdc9bc875afe",1340,"nyt://article/9c003215-c0a1-599e-a328-fdc9bc875afe","In Moscow, Trump’s Victory Is Welcomed, but Warily",NA,NA,"In Moscow, Trump’s Victory Is Welcomed, but Without the Champagne",NA,NA,NA,"By Valerie Hopkins",NA
"New Yorkers voted overwhelmingly for Kamala Harris. But they woke up stunned to learn how many of their neighbors voted the other way.","https://www.nytimes.com/2024/11/15/nyregion/trump-election-nyc.html","New Yorkers voted overwhelmingly for Kamala Harris. But they woke up stunned to learn how many of their neighbors voted the other way.","When progressives held a post-election march in Manhattan last weekend, one New Yorker knew she had to be there.","A","16","The New York Times","2024-11-15T08:01:00+0000","article","Metropolitan","New York",NA,"News","nyt://article/1282a5ff-933b-597d-bc87-f7c57dcf954d",1322,"nyt://article/1282a5ff-933b-597d-bc87-f7c57dcf954d","When Trump Won the First Time, New York Resisted. Now? It’s Complicated.",NA,NA,"New York City Is Grappling With New Political Reality",NA,NA,NA,"By John Leland and Hurubie Meko",NA
"Laura Gillen was elected to Congress in Nassau County, where Democrats are grappling with a new political reality.","https://www.nytimes.com/2024/11/15/nyregion/long-island-nassau-county-trump-democrats.html","Laura Gillen was elected to Congress in Nassau County, where Democrats are grappling with a new political reality.","Nassau County, one of America’s first suburban counties and one of the wealthiest, is perhaps as good a place as any to begin to understand the current political mood.","MB","3","The New York Times","2024-11-15T08:01:01+0000","article","Metropolitan","New York",NA,"News","nyt://article/5bcf6608-84bf-5632-84c9-581948be1c35",1133,"nyt://article/5bcf6608-84bf-5632-84c9-581948be1c35","How a Democrat Turned Back the Trump Tide on Long Island","Big CITY",NA,"Lessons From a Flipped Congressional Seat",NA,NA,NA,"By Ginia Bellafante",NA
"The point of placing loyalists in positions of influence isn’t to make the government work; it is to bend the government to Trump’s will.","https://www.nytimes.com/2024/11/15/opinion/trump-gaetz-hegseth-kennedy-gabbard.html","The point of placing loyalists in positions of influence isn’t to make the government work; it is to bend the government to Trump’s will.","So far, the incoming Trump administration looks exactly as terrible as any reasonable person could have imagined during the campaign.","SR","3","The New York Times","2024-11-15T10:01:55+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/d498acf7-fbd4-5dcd-8e07-1ce5a2f83873",1275,"nyt://article/d498acf7-fbd4-5dcd-8e07-1ce5a2f83873","There Is a Reason Trump Wants Fewer Adults in the Room","Jamelle Bouie",NA,"Why Trump Wants Fewer Adults in the Room",NA,NA,NA,"By Jamelle Bouie",NA
"Good writing requires four things: precision, freedom, respect and love. In this political climate, these qualities are especially important.","https://www.nytimes.com/2024/11/15/opinion/trump-writing-well.html","Good writing requires four things: precision, freedom, respect and love. In this political climate, these qualities are especially important.","When I awoke last week to the news that Donald Trump had been elected president once again, my first impulse was to write. This is not unusual for me. I have been writing my way through difficult times for more than 60 years.It’s what I did after the civil rights battles of the 1960s, the Vietnam War and the Sept. 11 attacks and at the start of the pandemic. At moments of crisis and historical upheaval, it’s easy to doubt that good writing can possibly help fix the many ills of the world. But whenever I have found myself lost in anger or anguish or confusion, the answer for how I could get through it was the same: Put pen to paper.In my experience, good writing requires four things: precision of language, the freedom to say anything, respect and — perhaps most important — love. The responsibilities of the writer today are no different from those of any writer in any age. But the presence, character and now considerable power of President-elect Trump make the work of fulfilling those responsibilities all the more difficult and urgent.","A","22","The New York Times","2024-11-15T10:03:44+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/013c726f-b999-5178-9cfb-d2cbd9d4c04b",1125,"nyt://article/013c726f-b999-5178-9cfb-d2cbd9d4c04b","How to Be a Writer in the Second Age of Trump","Guest Essay",NA,"How to Be a Writer in the Second Age of Trump",NA,NA,NA,"By Roger Rosenblatt",NA
"The president-elect has vowed to end a program that allows thousands of people from troubled nations to stay in the United States.","https://www.nytimes.com/2024/11/15/us/trump-immigrants-temporary-protected-status.html","The president-elect has vowed to end a program that allows thousands of people from troubled nations to stay in the United States.","President-elect Donald J. Trump has vowed a crackdown on immigration like never before. ","A","1","The New York Times","2024-11-15T10:04:06+0000","article","National","U.S.",NA,"News","nyt://article/36de977d-8330-5428-865c-502db79f02e8",1482,"nyt://article/36de977d-8330-5428-865c-502db79f02e8","Trump Immigration Targets: Ukrainians, Venezuelans, Haitians",NA,NA,"Migrants Brace For Crackdown",NA,NA,NA,"By Miriam Jordan and Hamed Aleaziz",NA
"Get ready for the DOGE store.","https://www.nytimes.com/2024/11/15/style/elon-musk-trump-doge.html","Get ready for the DOGE store.","The bond between Elon Musk and President-elect Donald J. Trump is built not only on their shared interests in limited government, social media and golf, but also, it seems, on their common affinity for merch.","D","4","The New York Times","2024-11-15T10:04:25+0000","article","Styles","Style",NA,"News Analysis","nyt://article/863e672a-1899-53b5-b269-584c3b5d5026",978,"nyt://article/863e672a-1899-53b5-b269-584c3b5d5026","Musk and Trump, a Bond Made in Merch","critic’s notebook",NA,"An Alliance of Peddlers and an Army of Portable Ads",NA,NA,NA,"By Vanessa Friedman",NA
"The White House is racing to finish grant agreements for chip manufacturers, but some of its biggest successes might be credited to the Trump administration.","https://www.nytimes.com/2024/11/15/business/economy/tsmc-chips-grant-biden.html","The White House is racing to finish grant agreements for chip manufacturers, but some of its biggest successes might be credited to the Trump administration.","The Biden administration said on Friday that it had completed an agreement to award Taiwan Semiconductor Manufacturing Company up to $6.6 billion in grants, as federal officials race to put in place their plans to boost U.S. chip manufacturing before the end of President Biden’s term.","B","1","The New York Times","2024-11-15T10:04:33+0000","article","Washington","Business Day","Economy","News","nyt://article/b26f8421-4834-5788-be1c-6fe455c4eaa5",901,"nyt://article/b26f8421-4834-5788-be1c-6fe455c4eaa5","Biden Cements TSMC Grant Before Trump Takes Over",NA,NA,"Biden Races To Wrap Up Chip Grants",NA,NA,NA,"By Ana Swanson and Madeleine Ngo",NA
"Liberal democracy offers moral constraints without problem-solving. Populism offers problem-solving without moral constraints.","https://www.nytimes.com/2024/11/15/opinion/donald-trump-orban-putin.html","Liberal democracy offers moral constraints without problem-solving. Populism offers problem-solving without moral constraints.","For those bewildered by why so many Americans apparently voted against the values of liberal democracy, Balint Magyar has a useful formulation. “Liberal democracy,” he says, “offers moral constraints without problem-solving” — a lot of rules, not a lot of change — while “populism offers problem-solving without moral constraints.” Magyar, a scholar of autocracy, isn’t interested in calling Donald Trump a fascist. He sees the president-elect’s appeal in terms of something more primal: “Trump promises that you don’t have to think about other people.”","SR","6","The New York Times","2024-11-15T10:04:44+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/58750ce3-fcab-5ad9-9ddd-d43212b6078e",1882,"nyt://article/58750ce3-fcab-5ad9-9ddd-d43212b6078e","This Is the Dark, Unspoken Promise of Trump’s Return","M. Gessen",NA,"The Dark, Unspoken Promise of  Trump’s Return to Power",NA,NA,NA,"By M. Gessen",NA
